Virtual User Script started at: 10-12-2025 16:41:33	[MsgId: MMSG-15967]
Login.c(18): Notify: Transaction "logintrans" started.	[MsgId: MMSG-16999]
Login.c(20): web_link("Log in") started  	[MsgId: MMSG-26355]
Login.c(20): Linking to "https://demowebshop.tricentis.com/login", Target Frame=""  	[MsgId: MMSG-27994]
Login.c(20): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/styles.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/responsive.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery-1.10.2.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.unobtrusive.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery-ui-1.10.3.custom.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery-migrate-1.2.1.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Scripts/public.common.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Scripts/public.ajaxcart.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/images/logo.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000133_fiction_47.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(20): web_link("Log in") was successful, 6027 body bytes, 415 header bytes  	[MsgId: MMSG-26386]
Login.c(25): lr_think_time: 4.00 seconds.	[MsgId: MMSG-15948]
Login.c(27): web_submit_data("login") started  	[MsgId: MMSG-26355]
Login.c(27): Notify: Parameter Substitution: parameter "username" =  "sonahavuu@gmail.com"	[MsgId: MMSG-13992]
Login.c(27): Notify: Parameter Substitution: parameter "paasword" =  "123456"	[MsgId: MMSG-13992]
Login.c(27): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/styles.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/responsive.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Scripts/jquery-1.10.2.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.unobtrusive.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Scripts/jquery-ui-1.10.3.custom.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Scripts/jquery-migrate-1.2.1.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Scripts/public.common.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Scripts/public.ajaxcart.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/images/logo.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000133_fiction_47.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Login.c(27): web_submit_data("login") was successful, 6132 body bytes, 415 header bytes  	[MsgId: MMSG-26386]
Login.c(41): Notify: Transaction "logintrans" ended with a "Pass" status (Duration: 4.9764 Think Time: 4.0011).	[MsgId: MMSG-16872]
Ending action Login.	[MsgId: MMSG-15918]
Starting action Logout2.	[MsgId: MMSG-15919]
Logout2.c(4): Notify: Transaction "logout2trans" started.	[MsgId: MMSG-16999]
Logout2.c(6): web_add_header("Accept-Language") started  	[MsgId: MMSG-26355]
Logout2.c(6): web_add_header("Accept-Language") was successful  	[MsgId: MMSG-26392]
Logout2.c(9): web_url("logout") started  	[MsgId: MMSG-26355]
Logout2.c(9): Redirecting "https://demowebshop.tricentis.com/logout" (redirection depth is 0)  	[MsgId: MMSG-26694]
Logout2.c(9): To location "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26693]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/styles.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/responsive.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Plugins/Widgets.NivoSlider/Content/nivoslider/nivo-slider.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Plugins/Widgets.NivoSlider/Content/nivoslider/themes/default/default.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery-1.10.2.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.unobtrusive.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery-ui-1.10.3.custom.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery-migrate-1.2.1.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Scripts/public.common.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Scripts/public.ajaxcart.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Plugins/Widgets.NivoSlider/Scripts/jquery.nivo.slider.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/images/logo.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000133_fiction_47.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000215.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000240.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000015_25-virtual-gift-card_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000224_141-inch-laptop_125.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000172_build-your-own-cheap-computer_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000031_build-your-own-computer_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000201_build-your-own-expensive-computer_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000204_simple-computer_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout2.c(9): web_url("logout") was successful, 7965 body bytes, 900 header bytes  	[MsgId: MMSG-26386]
Logout2.c(18): Notify: Transaction "logout2trans" ended with a "Pass" status (Duration: 2.0320).	[MsgId: MMSG-16873]
Ending action Logout2.	[MsgId: MMSG-15918]
Ending iteration 7.	[MsgId: MMSG-15965]
Starting iteration 8.	[MsgId: MMSG-15968]
Notify: Next row for parameter fname = 8 [table  = fname].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'fname': table = 'fname.dat' column = '0' row = '8'.	[MsgId: MMSG-13877]
Notify: Next row for parameter username = 8 [table  = username].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'username': table = 'username.dat' column = '0' row = '8'.	[MsgId: MMSG-13877]
Notify: Next row for parameter pass = 8 [table  = pass].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'pass': table = 'pass.dat' column = '0' row = '8'.	[MsgId: MMSG-13877]
Notify: Next row for parameter paasword = 8 [table  = paasword].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'paasword': table = 'paasword.dat' column = '0' row = '8'.	[MsgId: MMSG-13877]
Notify: Next row for parameter gmail = 8 [table  = gmail].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'gmail': table = 'gmail.dat' column = '0' row = '8'.	[MsgId: MMSG-13877]
Notify: Next row for parameter cpass = 8 [table  = cpass].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'cpass': table = 'cpass.dat' column = '0' row = '8'.	[MsgId: MMSG-13877]
Notify: Next row for parameter lname = 8 [table  = lname].	[MsgId: MMSG-13876]
Notify: Getting new value for parameter 'lname': table = 'lname.dat' column = '0' row = '8'.	[MsgId: MMSG-13877]
Starting action Register.	[MsgId: MMSG-15919]
Register.c(4): web_set_sockets_option started  	[MsgId: MMSG-26355]
Register.c(4): web_set_sockets_option was successful  	[MsgId: MMSG-26392]
Register.c(6): web_add_auto_header("Accept-Language") started  	[MsgId: MMSG-26355]
Register.c(6): web_add_auto_header("Accept-Language") was successful  	[MsgId: MMSG-26392]
Register.c(9): web_url("demowebshop.tricentis.com") started  	[MsgId: MMSG-26355]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/styles.css" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/responsive.css" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Plugins/Widgets.NivoSlider/Content/nivoslider/nivo-slider.css" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Plugins/Widgets.NivoSlider/Content/nivoslider/themes/default/default.css" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Scripts/jquery-1.10.2.min.js" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.min.js" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.unobtrusive.min.js" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Scripts/jquery-ui-1.10.3.custom.min.js" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Scripts/jquery-migrate-1.2.1.min.js" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Scripts/public.common.js" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Scripts/public.ajaxcart.js" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Plugins/Widgets.NivoSlider/Scripts/jquery.nivo.slider.js" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/images/logo.png" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000215.png" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000240.png" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000015_25-virtual-gift-card_125.jpeg" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000224_141-inch-laptop_125.png" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000172_build-your-own-cheap-computer_125.jpeg" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000031_build-your-own-computer_125.jpeg" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000201_build-your-own-expensive-computer_125.jpeg" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000204_simple-computer_125.jpeg" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Register.c(9): web_url("demowebshop.tricentis.com") was successful, 677989 body bytes, 7520 header bytes  	[MsgId: MMSG-26386]
Register.c(18): Notify: Transaction "registertrans" started.	[MsgId: MMSG-16999]
Register.c(20): web_link("Register") started  	[MsgId: MMSG-26355]
Register.c(20): Linking to "https://demowebshop.tricentis.com/register", Target Frame=""  	[MsgId: MMSG-27994]
Register.c(20): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/styles.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/responsive.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery-1.10.2.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.unobtrusive.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery-ui-1.10.3.custom.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery-migrate-1.2.1.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Scripts/public.common.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Scripts/public.ajaxcart.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/images/logo.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Register.c(20): web_link("Register") was successful, 5925 body bytes, 611 header bytes  	[MsgId: MMSG-26386]
Register.c(25): lr_think_time: 8.00 seconds.	[MsgId: MMSG-15948]
Register.c(27): web_submit_data("register") started  	[MsgId: MMSG-26355]
Register.c(27): Notify: Parameter Substitution: parameter "fname" =  "sohavuu7"	[MsgId: MMSG-13992]
Register.c(27): Notify: Parameter Substitution: parameter "lname" =  "dg"	[MsgId: MMSG-13992]
Register.c(27): Notify: Parameter Substitution: parameter "gmail" =  "sonahavu1@gmail.com"	[MsgId: MMSG-13992]
Register.c(27): Notify: Parameter Substitution: parameter "pass" =  "123456"	[MsgId: MMSG-13992]
Register.c(27): Notify: Parameter Substitution: parameter "cpass" =  "123456"	[MsgId: MMSG-13992]
Register.c(27): Redirecting "https://demowebshop.tricentis.com/register" (redirection depth is 0)  	[MsgId: MMSG-26694]
Register.c(27): To location "https://demowebshop.tricentis.com/errorpage.htm?aspxerrorpath=/register"  	[MsgId: MMSG-26693]
Register.c(27): web_submit_data("register") was successful, 847 body bytes, 693 header bytes  	[MsgId: MMSG-26386]
Register.c(46): Notify: Transaction "registertrans" ended with a "Pass" status (Duration: 9.0455 Think Time: 8.0123).	[MsgId: MMSG-16872]
Ending action Register.	[MsgId: MMSG-15918]
Starting action Searching.	[MsgId: MMSG-15919]
Searching.c(4): Notify: Transaction "searchtrans" started.	[MsgId: MMSG-16999]
Searching.c(6): web_add_auto_header("Accept-Language") started  	[MsgId: MMSG-26355]
Searching.c(6): web_add_auto_header("Accept-Language") was successful  	[MsgId: MMSG-26392]
Searching.c(9): lr_think_time: 6.00 seconds.	[MsgId: MMSG-15948]
Searching.c(11): web_url("searchtermautocomplete") started  	[MsgId: MMSG-26355]
Searching.c(11): web_url("searchtermautocomplete") was successful, 185 body bytes, 421 header bytes  	[MsgId: MMSG-26386]
Searching.c(20): web_url("search") started  	[MsgId: MMSG-26355]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/styles.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/responsive.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery-1.10.2.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.unobtrusive.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery-ui-1.10.3.custom.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Scripts/jquery-migrate-1.2.1.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Scripts/public.common.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Scripts/public.ajaxcart.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/images/logo.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Searching.c(20): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000133_fiction_125.jpeg" in HTML "https://demowebshop.tricentis.com/search?q=fiction"  	[MsgId: MMSG-26659]
Searching.c(20): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000208_fiction-ex_125.jpeg" in HTML "https://demowebshop.tricentis.com/search?q=fiction"  	[MsgId: MMSG-26659]
Searching.c(20): web_url("search") was successful, 13311 body bytes, 977 header bytes  	[MsgId: MMSG-26386]
Searching.c(29): Notify: Transaction "searchtrans" ended with a "Pass" status (Duration: 7.4528 Think Time: 6.0084).	[MsgId: MMSG-16872]
Ending action Searching.	[MsgId: MMSG-15918]
Starting action AddToCart.	[MsgId: MMSG-15919]
AddToCart.c(4): Notify: Transaction "carttrans" started.	[MsgId: MMSG-16999]
AddToCart.c(6): web_add_header("Accept-Language") started  	[MsgId: MMSG-26355]
AddToCart.c(6): web_add_header("Accept-Language") was successful  	[MsgId: MMSG-26392]
AddToCart.c(9): lr_think_time: 20.00 seconds.	[MsgId: MMSG-15948]
AddToCart.c(11): web_custom_request("1") started  	[MsgId: MMSG-26355]
AddToCart.c(11): web_custom_request("1") was successful, 765 body bytes, 421 header bytes  	[MsgId: MMSG-26386]
AddToCart.c(22): Notify: Transaction "carttrans" ended with a "Pass" status (Duration: 20.2699 Think Time: 20.0015).	[MsgId: MMSG-16872]
Ending action AddToCart.	[MsgId: MMSG-15918]
Starting action Logout.	[MsgId: MMSG-15919]
Logout.c(4): Notify: Transaction "logouttrans" started.	[MsgId: MMSG-16999]
Logout.c(6): web_add_header("Accept-Language") started  	[MsgId: MMSG-26355]
Logout.c(6): web_add_header("Accept-Language") was successful  	[MsgId: MMSG-26392]
Logout.c(9): web_url("logout") started  	[MsgId: MMSG-26355]
Logout.c(9): Redirecting "https://demowebshop.tricentis.com/logout" (redirection depth is 0)  	[MsgId: MMSG-26694]
Logout.c(9): To location "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26693]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/styles.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/responsive.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Content/jquery-ui-themes/smoothness/jquery-ui-1.10.3.custom.min.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Plugins/Widgets.NivoSlider/Content/nivoslider/nivo-slider.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Plugins/Widgets.NivoSlider/Content/nivoslider/themes/default/default.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery-1.10.2.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery.validate.unobtrusive.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery-ui-1.10.3.custom.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Scripts/jquery-migrate-1.2.1.min.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Scripts/public.common.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Scripts/public.ajaxcart.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Plugins/Widgets.NivoSlider/Scripts/jquery.nivo.slider.js" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/Themes/DefaultClean/Content/images/logo.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Found resource "https://demowebshop.tricentis.com/content/images/thumbs/0000133_fiction_47.jpeg" in HTML "https://demowebshop.tricentis.com/"  	[MsgId: MMSG-26659]
Logout.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000215.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000240.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000015_25-virtual-gift-card_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000224_141-inch-laptop_125.png" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000172_build-your-own-cheap-computer_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000031_build-your-own-computer_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000201_build-your-own-expensive-computer_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): Resource "https://demowebshop.tricentis.com/content/images/thumbs/0000204_simple-computer_125.jpeg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Logout.c(9): web_url("logout") was successful, 9176 body bytes, 1269 header bytes  	[MsgId: MMSG-26386]
Logout.c(18): Notify: Transaction "logouttrans" ended with a "Pass" status (Duration: 1.5250).	[MsgId: MMSG-16873]
Ending action Logout.	[MsgId: MMSG-15918]
Starting action Login.	[MsgId: MMSG-15919]
Login.c(4): web_set_sockets_option started  	[MsgId: MMSG-26355]
Login.c(4): web_set_sockets_option was successful  	[MsgId: MMSG-26392]
Login.c(6): web_add_auto_header("Accept-Language") started  	[MsgId: MMSG-26355]
Login.c(6): web_add_auto_header("Accept-Language") was successful  	[MsgId: MMSG-26392]
Login.c(9): web_url("demowebshop.tricentis.com") started  	[MsgId: MMSG-26355]
